Date,AwayTeam,HomeTeam,A_SP_Hand,H_SP_Hand
14-09-2020,Philadelphia Phillies,Miami Marlins,R,R
15-09-2020,Boston Red Sox,Miami Marlins,R,R
16-09-2020,Boston Red Sox,Miami Marlins,L,L
17-09-2020,Boston Red Sox,Miami Marlins,R,R
19-09-2020,Washington Nationals,Miami Marlins,L,R
08-10-2020,Atlanta Braves,Miami Marlins,R,R
03-08-2020,Chicago White Sox,Milwaukee Brewers,L,L
04-08-2020,Chicago White Sox,Milwaukee Brewers,R,R
07-08-2020,Cincinnati Reds,Milwaukee Brewers,R,L
08-08-2020,Cincinnati Reds,Milwaukee Brewers,R,L
09-08-2020,Cincinnati Reds,Milwaukee Brewers,R,R
10-08-2020,Minnesota Twins,Milwaukee Brewers,R,R
11-08-2020,Minnesota Twins,Milwaukee Brewers,R,R
12-08-2020,Minnesota Twins,Milwaukee Brewers,R,L
24-08-2020,Cincinnati Reds,Milwaukee Brewers,R,L
25-08-2020,Cincinnati Reds,Milwaukee Brewers,R,R
28-08-2020,Pittsburgh Pirates,Milwaukee Brewers,L,R
29-08-2020,Pittsburgh Pirates,Milwaukee Brewers,R,L
30-08-2020,Pittsburgh Pirates,Milwaukee Brewers,L,R
31-08-2020,Pittsburgh Pirates,Milwaukee Brewers,R,L
01-09-2020,Detroit Tigers,Milwaukee Brewers,R,R
02-09-2020,Detroit Tigers,Milwaukee Brewers,R,R
11-09-2020,Chicago Cubs,Milwaukee Brewers,L,R
12-09-2020,Chicago Cubs,Milwaukee Brewers,R,L
13-09-2020,Chicago Cubs,Milwaukee Brewers,R,R
15-09-2020,St. Louis Cardinals,Milwaukee Brewers,R,L
18-09-2020,Kansas City Royals,Milwaukee Brewers,L,R
19-09-2020,Kansas City Royals,Milwaukee Brewers,L,R
20-09-2020,Kansas City Royals,Milwaukee Brewers,R,R
28-07-2020,St. Louis Cardinals,Minnesota Twins,R,R
29-07-2020,St. Louis Cardinals,Minnesota Twins,R,L
30-07-2020,Cleveland Indians,Minnesota Twins,R,R
31-07-2020,Cleveland Indians,Minnesota Twins,R,R
01-08-2020,Cleveland Indians,Minnesota Twins,R,R
02-08-2020,Cleveland Indians,Minnesota Twins,R,R
03-08-2020,Pittsburgh Pirates,Minnesota Twins,L,L
04-08-2020,Pittsburgh Pirates,Minnesota Twins,R,R
16-08-2020,Kansas City Royals,Minnesota Twins,R,R
17-08-2020,Kansas City Royals,Minnesota Twins,L,R
18-08-2020,Milwaukee Brewers,Minnesota Twins,R,R
19-08-2020,Milwaukee Brewers,Minnesota Twins,L,L
20-08-2020,Milwaukee Brewers,Minnesota Twins,R,R
31-08-2020,Chicago White Sox,Minnesota Twins,R,L
01-09-2020,Chicago White Sox,Minnesota Twins,L,R
02-09-2020,Chicago White Sox,Minnesota Twins,R,R
05-09-2020,Detroit Tigers,Minnesota Twins,L,R
06-09-2020,Detroit Tigers,Minnesota Twins,R,L
07-09-2020,Detroit Tigers,Minnesota Twins,R,R
11-09-2020,Cleveland Indians,Minnesota Twins,R,R
12-09-2020,Cleveland Indians,Minnesota Twins,R,L
13-09-2020,Cleveland Indians,Minnesota Twins,R,R
22-09-2020,Detroit Tigers,Minnesota Twins,L,R
23-09-2020,Detroit Tigers,Minnesota Twins,R,R
25-09-2020,Cincinnati Reds,Minnesota Twins,R,R
26-09-2020,Cincinnati Reds,Minnesota Twins,R,R
27-09-2020,Cincinnati Reds,Minnesota Twins,R,L
29-09-2020,Houston Astros,Minnesota Twins,R,R
30-09-2020,Houston Astros,Minnesota Twins,R,R
31-07-2020,Boston Red Sox,New York Yankees,R,L
01-08-2020,Boston Red Sox,New York Yankees,R,R
02-08-2020,Boston Red Sox,New York Yankees,R,L
03-08-2020,Philadelphia Phillies,New York Yankees,R,R
11-08-2020,Atlanta Braves,New York Yankees,R,L
12-08-2020,Atlanta Braves,New York Yankees,R,R
14-08-2020,Boston Red Sox,New York Yankees,R,R
15-08-2020,Boston Red Sox,New York Yankees,R,L
16-08-2020,Boston Red Sox,New York Yankees,R,L
17-08-2020,Boston Red Sox,New York Yankees,L,L
18-08-2020,Tampa Bay Rays,New York Yankees,L,R
19-08-2020,Tampa Bay Rays,New York Yankees,R,R
20-08-2020,Tampa Bay Rays,New York Yankees,R,L
29-08-2020,New York Mets,New York Yankees,R,L
31-08-2020,Tampa Bay Rays,New York Yankees,R,R
01-09-2020,Tampa Bay Rays,New York Yankees,R,R
02-09-2020,Tampa Bay Rays,New York Yankees,R,L
12-09-2020,Baltimore Orioles,New York Yankees,R,L
13-09-2020,Baltimore Orioles,New York Yankees,L,L
15-09-2020,Toronto Blue Jays,New York Yankees,R,R
16-09-2020,Toronto Blue Jays,New York Yankees,R,R
17-09-2020,Toronto Blue Jays,New York Yankees,R,R
25-09-2020,Miami Marlins,New York Yankees,R,L
26-09-2020,Miami Marlins,New York Yankees,L,R
27-09-2020,Miami Marlins,New York Yankees,R,R
07-10-2020,Tampa Bay Rays,New York Yankees,R,R
08-10-2020,Tampa Bay Rays,New York Yankees,R,L
24-07-2020,Atlanta Braves,New York Mets,R,R
25-07-2020,Atlanta Braves,New York Mets,L,L
26-07-2020,Atlanta Braves,New York Mets,L,R
29-07-2020,Boston Red Sox,New York Mets,R,R
30-07-2020,Boston Red Sox,New York Mets,L,L
07-08-2020,Miami Marlins,New York Mets,R,R
08-08-2020,Miami Marlins,New York Mets,L,L
09-08-2020,Miami Marlins,New York Mets,R,R
10-08-2020,Washington Nationals,New York Mets,L,L
11-08-2020,Washington Nationals,New York Mets,R,R
12-08-2020,Washington Nationals,New York Mets,R,R
13-08-2020,Washington Nationals,New York Mets,R,L
26-08-2020,Miami Marlins,New York Mets,R,R
31-08-2020,Miami Marlins,New York Mets,L,R
03-09-2020,New York Yankees,New York Mets,L,R
04-09-2020,Philadelphia Phillies,New York Mets,R,R
05-09-2020,Philadelphia Phillies,New York Mets,R,R
06-09-2020,Philadelphia Phillies,New York Mets,R,R
07-09-2020,Philadelphia Phillies,New York Mets,R,L
08-09-2020,Baltimore Orioles,New York Mets,L,R
09-09-2020,Baltimore Orioles,New York Mets,R,R
18-09-2020,Atlanta Braves,New York Mets,L,L
19-09-2020,Atlanta Braves,New York Mets,R,L
20-09-2020,Atlanta Braves,New York Mets,R,R
21-09-2020,Tampa Bay Rays,New York Mets,R,R
22-09-2020,Tampa Bay Rays,New York Mets,L,R
23-09-2020,Tampa Bay Rays,New York Mets,R,R
24-07-2020,Los Angeles Angels,Oakland Athletics,L,R
25-07-2020,Los Angeles Angels,Oakland Athletics,R,L
26-07-2020,Los Angeles Angels,Oakland Athletics,R,R
27-07-2020,Los Angeles Angels,Oakland Athletics,R,R
28-07-2020,Colorado Rockies,Oakland Athletics,R,R
29-07-2020,Colorado Rockies,Oakland Athletics,R,R
04-08-2020,Texas Rangers,Oakland Athletics,R,L
05-08-2020,Texas Rangers,Oakland Athletics,R,L
06-08-2020,Texas Rangers,Oakland Athletics,L,R
07-08-2020,Houston Astros,Oakland Athletics,R,R
08-08-2020,Houston Astros,Oakland Athletics,L,R
09-08-2020,Houston Astros,Oakland Athletics,R,L
19-08-2020,Arizona Diamondbacks,Oakland Athletics,R,L
20-08-2020,Arizona Diamondbacks,Oakland Athletics,L,L
21-08-2020,Los Angeles Angels,Oakland Athletics,L,R
22-08-2020,Los Angeles Angels,Oakland Athletics,R,R
23-08-2020,Los Angeles Angels,Oakland Athletics,R,R
04-09-2020,San Diego Padres,Oakland Athletics,R,L
05-09-2020,San Diego Padres,Oakland Athletics,R,L
06-09-2020,San Diego Padres,Oakland Athletics,R,R
07-09-2020,Houston Astros,Oakland Athletics,R,R
09-09-2020,Houston Astros,Oakland Athletics,R,L
10-09-2020,Houston Astros,Oakland Athletics,R,L
18-09-2020,San Francisco Giants,Oakland Athletics,R,R
19-09-2020,San Francisco Giants,Oakland Athletics,R,L
20-09-2020,San Francisco Giants,Oakland Athletics,L,L
25-09-2020,Seattle Mariners,Oakland Athletics,L,R
27-09-2020,Seattle Mariners,Oakland Athletics,L,R
29-09-2020,Chicago White Sox,Oakland Athletics,R,L
30-09-2020,Chicago White Sox,Oakland Athletics,L,R
01-10-2020,Chicago White Sox,Oakland Athletics,R,R
05-10-2020,Houston Astros,Oakland Athletics,R,R
06-10-2020,Houston Astros,Oakland Athletics,L,L
24-07-2020,Miami Marlins,Philadelphia Phillies,R,R
25-07-2020,Miami Marlins,Philadelphia Phillies,L,R
26-07-2020,Miami Marlins,Philadelphia Phillies,R,R
06-08-2020,New York Yankees,Philadelphia Phillies,L,R
08-08-2020,Atlanta Braves,Philadelphia Phillies,R,R
10-08-2020,Atlanta Braves,Philadelphia Phillies,L,R
11-08-2020,Baltimore Orioles,Philadelphia Phillies,R,R
12-08-2020,Baltimore Orioles,Philadelphia Phillies,L,R
13-08-2020,Baltimore Orioles,Philadelphia Phillies,R,R
14-08-2020,New York Mets,Philadelphia Phillies,R,R
15-08-2020,New York Mets,Philadelphia Phillies,L,R
16-08-2020,New York Mets,Philadelphia Phillies,R,R
28-08-2020,Atlanta Braves,Philadelphia Phillies,L,R
29-08-2020,Atlanta Braves,Philadelphia Phillies,R,R
30-08-2020,Atlanta Braves,Philadelphia Phillies,L,R
31-08-2020,Washington Nationals,Philadelphia Phillies,R,R
01-09-2020,Washington Nationals,Philadelphia Phillies,L,R
02-09-2020,Washington Nationals,Philadelphia Phillies,R,R
03-09-2020,Washington Nationals,Philadelphia Phillies,R,R
15-09-2020,New York Mets,Philadelphia Phillies,R,R
16-09-2020,New York Mets,Philadelphia Phillies,R,R
17-09-2020,New York Mets,Philadelphia Phillies,R,R
19-09-2020,Toronto Blue Jays,Philadelphia Phillies,L,R
20-09-2020,Toronto Blue Jays,Philadelphia Phillies,R,R
27-07-2020,Milwaukee Brewers,Pittsburgh Pirates,R,L
28-07-2020,Milwaukee Brewers,Pittsburgh Pirates,R,L
29-07-2020,Milwaukee Brewers,Pittsburgh Pirates,R,R
05-08-2020,Minnesota Twins,Pittsburgh Pirates,R,R
06-08-2020,Minnesota Twins,Pittsburgh Pirates,R,R
07-08-2020,Detroit Tigers,Pittsburgh Pirates,L,R
08-08-2020,Detroit Tigers,Pittsburgh Pirates,R,L
09-08-2020,Detroit Tigers,Pittsburgh Pirates,R,L
18-08-2020,Cleveland Indians,Pittsburgh Pirates,R,R
19-08-2020,Cleveland Indians,Pittsburgh Pirates,R,L
20-08-2020,Cleveland Indians,Pittsburgh Pirates,R,R
21-08-2020,Milwaukee Brewers,Pittsburgh Pirates,R,R
22-08-2020,Milwaukee Brewers,Pittsburgh Pirates,R,L
23-08-2020,Milwaukee Brewers,Pittsburgh Pirates,R,R
01-09-2020,Chicago Cubs,Pittsburgh Pirates,L,R
02-09-2020,Chicago Cubs,Pittsburgh Pirates,R,R
03-09-2020,Chicago Cubs,Pittsburgh Pirates,R,R
05-09-2020,Cincinnati Reds,Pittsburgh Pirates,R,R
06-09-2020,Cincinnati Reds,Pittsburgh Pirates,R,R
08-09-2020,Chicago White Sox,Pittsburgh Pirates,R,R
09-09-2020,Chicago White Sox,Pittsburgh Pirates,R,R
17-09-2020,St. Louis Cardinals,Pittsburgh Pirates,R,L
19-09-2020,St. Louis Cardinals,Pittsburgh Pirates,L,R
20-09-2020,St. Louis Cardinals,Pittsburgh Pirates,R,R
21-09-2020,Chicago Cubs,Pittsburgh Pirates,L,R
22-09-2020,Chicago Cubs,Pittsburgh Pirates,L,L
23-09-2020,Chicago Cubs,Pittsburgh Pirates,R,R
24-09-2020,Chicago Cubs,Pittsburgh Pirates,R,R
24-07-2020,Arizona Diamondbacks,San Diego Padres,L,R
25-07-2020,Arizona Diamondbacks,San Diego Padres,L,R
26-07-2020,Arizona Diamondbacks,San Diego Padres,R,R
27-07-2020,Arizona Diamondbacks,San Diego Padres,R,L
03-08-2020,Los Angeles Dodgers,San Diego Padres,R,R
04-08-2020,Los Angeles Dodgers,San Diego Padres,R,R
05-08-2020,Los Angeles Dodgers,San Diego Padres,R,R
07-08-2020,Arizona Diamondbacks,San Diego Padres,R,R
08-08-2020,Arizona Diamondbacks,San Diego Padres,R,R
09-08-2020,Arizona Diamondbacks,San Diego Padres,L,R
19-08-2020,Texas Rangers,San Diego Padres,R,R
20-08-2020,Texas Rangers,San Diego Padres,R,R
21-08-2020,Houston Astros,San Diego Padres,R,R
22-08-2020,Houston Astros,San Diego Padres,R,R
23-08-2020,Houston Astros,San Diego Padres,R,L
25-08-2020,Seattle Mariners,San Diego Padres,L,R
07-09-2020,Colorado Rockies,San Diego Padres,L,R
08-09-2020,Colorado Rockies,San Diego Padres,R,R
09-09-2020,Colorado Rockies,San Diego Padres,R,R
10-09-2020,San Francisco Giants,San Diego Padres,R,R
14-09-2020,Los Angeles Dodgers,San Diego Padres,L,R
15-09-2020,Los Angeles Dodgers,San Diego Padres,R,R
16-09-2020,Los Angeles Dodgers,San Diego Padres,R,L
18-09-2020,Seattle Mariners,San Diego Padres,L,R
19-09-2020,Seattle Mariners,San Diego Padres,L,R
20-09-2020,Seattle Mariners,San Diego Padres,R,R
22-09-2020,Los Angeles Angels,San Diego Padres,R,R
23-09-2020,Los Angeles Angels,San Diego Padres,R,R
30-09-2020,St. Louis Cardinals,San Diego Padres,L,R
01-10-2020,St. Louis Cardinals,San Diego Padres,R,R
02-10-2020,St. Louis Cardinals,San Diego Padres,R,R
08-10-2020,Los Angeles Dodgers,San Diego Padres,R,L
31-07-2020,Oakland Athletics,Seattle Mariners,L,R
01-08-2020,Oakland Athletics,Seattle Mariners,R,L
02-08-2020,Oakland Athletics,Seattle Mariners,R,R
03-08-2020,Oakland Athletics,Seattle Mariners,R,L
04-08-2020,Los Angeles Angels,Seattle Mariners,L,R
05-08-2020,Los Angeles Angels,Seattle Mariners,R,L
06-08-2020,Los Angeles Angels,Seattle Mariners,R,R
07-08-2020,Colorado Rockies,Seattle Mariners,R,L
08-08-2020,Colorado Rockies,Seattle Mariners,R,L
09-08-2020,Colorado Rockies,Seattle Mariners,R,L
19-08-2020,Los Angeles Dodgers,Seattle Mariners,L,R
20-08-2020,Los Angeles Dodgers,Seattle Mariners,L,L
21-08-2020,Texas Rangers,Seattle Mariners,L,L
22-08-2020,Texas Rangers,Seattle Mariners,R,L
23-08-2020,Texas Rangers,Seattle Mariners,L,R
04-09-2020,Texas Rangers,Seattle Mariners,R,L
05-09-2020,Texas Rangers,Seattle Mariners,R,L
06-09-2020,Texas Rangers,Seattle Mariners,R,R
07-09-2020,Texas Rangers,Seattle Mariners,L,L
16-09-2020,San Francisco Giants,Seattle Mariners,L,R
18-09-2020,San Diego Padres,Seattle Mariners,R,L
19-09-2020,San Diego Padres,Seattle Mariners,R,L
20-09-2020,San Diego Padres,Seattle Mariners,R,R
21-09-2020,Houston Astros,Seattle Mariners,R,L
22-09-2020,Houston Astros,Seattle Mariners,L,R
23-09-2020,Houston Astros,Seattle Mariners,R,L
28-07-2020,San Diego Padres,San Francisco Giants,R,R
29-07-2020,San Diego Padres,San Francisco Giants,R,R
30-07-2020,San Diego Padres,San Francisco Giants,R,R
31-07-2020,Texas Rangers,San Francisco Giants,L,R
01-08-2020,Texas Rangers,San Francisco Giants,R,L
02-08-2020,Texas Rangers,San Francisco Giants,L,R
14-08-2020,Oakland Athletics,San Francisco Giants,L,R
15-08-2020,Oakland Athletics,San Francisco Giants,L,R
16-08-2020,Oakland Athletics,San Francisco Giants,R,R
19-08-2020,Los Angeles Angels,San Francisco Giants,L,R
20-08-2020,Los Angeles Angels,San Francisco Giants,L,R
21-08-2020,Arizona Diamondbacks,San Francisco Giants,L,R
22-08-2020,Arizona Diamondbacks,San Francisco Giants,R,L
23-08-2020,Arizona Diamondbacks,San Francisco Giants,R,R
25-08-2020,Los Angeles Dodgers,San Francisco Giants,L,R
04-09-2020,Arizona Diamondbacks,San Francisco Giants,R,L
05-09-2020,Arizona Diamondbacks,San Francisco Giants,L,R
06-09-2020,Arizona Diamondbacks,San Francisco Giants,L,R
07-09-2020,Arizona Diamondbacks,San Francisco Giants,R,R
08-09-2020,Seattle Mariners,San Francisco Giants,R,R
09-09-2020,Seattle Mariners,San Francisco Giants,L,L
16-09-2020,Seattle Mariners,San Francisco Giants,R,L
17-09-2020,Seattle Mariners,San Francisco Giants,L,L
21-09-2020,Colorado Rockies,San Francisco Giants,R,R
22-09-2020,Colorado Rockies,San Francisco Giants,L,L
23-09-2020,Colorado Rockies,San Francisco Giants,R,L
24-09-2020,Colorado Rockies,San Francisco Giants,R,R
26-09-2020,San Diego Padres,San Francisco Giants,R,R
27-09-2020,San Diego Padres,San Francisco Giants,L,L
24-07-2020,Pittsburgh Pirates,St. Louis Cardinals,R,R
25-07-2020,Pittsburgh Pirates,St. Louis Cardinals,R,R
26-07-2020,Pittsburgh Pirates,St. Louis Cardinals,R,R
20-08-2020,Cincinnati Reds,St. Louis Cardinals,R,R
21-08-2020,Cincinnati Reds,St. Louis Cardinals,R,R
22-08-2020,Cincinnati Reds,St. Louis Cardinals,L,L
23-08-2020,Cincinnati Reds,St. Louis Cardinals,R,R
24-08-2020,Kansas City Royals,St. Louis Cardinals,R,R
25-08-2020,Kansas City Royals,St. Louis Cardinals,R,R
26-08-2020,Kansas City Royals,St. Louis Cardinals,R,R
28-08-2020,Cleveland Indians,St. Louis Cardinals,R,R
29-08-2020,Cleveland Indians,St. Louis Cardinals,R,R
30-08-2020,Cleveland Indians,St. Louis Cardinals,R,R
11-09-2020,Cincinnati Reds,St. Louis Cardinals,R,R
12-09-2020,Cincinnati Reds,St. Louis Cardinals,R,R
13-09-2020,Cincinnati Reds,St. Louis Cardinals,R,R
24-09-2020,Milwaukee Brewers,St. Louis Cardinals,R,L
26-09-2020,Milwaukee Brewers,St. Louis Cardinals,R,R
27-09-2020,Milwaukee Brewers,St. Louis Cardinals,L,L
24-07-2020,Toronto Blue Jays,Tampa Bay Rays,L,R
25-07-2020,Toronto Blue Jays,Tampa Bay Rays,R,L
26-07-2020,Toronto Blue Jays,Tampa Bay Rays,R,L
27-07-2020,Atlanta Braves,Tampa Bay Rays,R,R
28-07-2020,Atlanta Braves,Tampa Bay Rays,R,R
04-08-2020,Boston Red Sox,Tampa Bay Rays,R,R
05-08-2020,Boston Red Sox,Tampa Bay Rays,L,L
07-08-2020,New York Yankees,Tampa Bay Rays,R,L
09-08-2020,New York Yankees,Tampa Bay Rays,L,R
21-08-2020,Toronto Blue Jays,Tampa Bay Rays,R,L
22-08-2020,Toronto Blue Jays,Tampa Bay Rays,L,R
23-08-2020,Toronto Blue Jays,Tampa Bay Rays,R,L
24-08-2020,Toronto Blue Jays,Tampa Bay Rays,R,L
25-08-2020,Baltimore Orioles,Tampa Bay Rays,L,R
26-08-2020,Baltimore Orioles,Tampa Bay Rays,R,R
04-09-2020,Miami Marlins,Tampa Bay Rays,R,L
05-09-2020,Miami Marlins,Tampa Bay Rays,R,L
06-09-2020,Miami Marlins,Tampa Bay Rays,L,R
10-09-2020,Boston Red Sox,Tampa Bay Rays,L,L
11-09-2020,Boston Red Sox,Tampa Bay Rays,R,L
12-09-2020,Boston Red Sox,Tampa Bay Rays,R,R
13-09-2020,Boston Red Sox,Tampa Bay Rays,L,R
15-09-2020,Washington Nationals,Tampa Bay Rays,R,R
16-09-2020,Washington Nationals,Tampa Bay Rays,R,R
25-09-2020,Philadelphia Phillies,Tampa Bay Rays,R,R
26-09-2020,Philadelphia Phillies,Tampa Bay Rays,R,R
27-09-2020,Philadelphia Phillies,Tampa Bay Rays,R,L
29-09-2020,Toronto Blue Jays,Tampa Bay Rays,R,L
30-09-2020,Toronto Blue Jays,Tampa Bay Rays,L,R
05-10-2020,New York Yankees,Tampa Bay Rays,R,L
06-10-2020,New York Yankees,Tampa Bay Rays,R,R
09-10-2020,New York Yankees,Tampa Bay Rays,R,R
11-10-2020,Houston Astros,Tampa Bay Rays,L,L
12-10-2020,Houston Astros,Tampa Bay Rays,R,R
16-10-2020,Houston Astros,Tampa Bay Rays,L,L
17-10-2020,Houston Astros,Tampa Bay Rays,R,R
23-10-2020,Los Angeles Dodgers,Tampa Bay Rays,R,R
24-10-2020,Los Angeles Dodgers,Tampa Bay Rays,L,L
25-10-2020,Los Angeles Dodgers,Tampa Bay Rays,L,R
24-07-2020,Colorado Rockies,Texas Rangers,R,R
25-07-2020,Colorado Rockies,Texas Rangers,R,L
26-07-2020,Colorado Rockies,Texas Rangers,L,R
28-07-2020,Arizona Diamondbacks,Texas Rangers,R,R
29-07-2020,Arizona Diamondbacks,Texas Rangers,L,R
07-08-2020,Los Angeles Angels,Texas Rangers,R,R
08-08-2020,Los Angeles Angels,Texas Rangers,L,L
09-08-2020,Los Angeles Angels,Texas Rangers,L,R
10-08-2020,Seattle Mariners,Texas Rangers,R,R
11-08-2020,Seattle Mariners,Texas Rangers,L,L
12-08-2020,Seattle Mariners,Texas Rangers,R,R
17-08-2020,San Diego Padres,Texas Rangers,R,R
18-08-2020,San Diego Padres,Texas Rangers,L,L
24-08-2020,Oakland Athletics,Texas Rangers,L,R
25-08-2020,Oakland Athletics,Texas Rangers,L,R
26-08-2020,Oakland Athletics,Texas Rangers,R,L
28-08-2020,Los Angeles Dodgers,Texas Rangers,R,L
29-08-2020,Los Angeles Dodgers,Texas Rangers,R,R
30-08-2020,Los Angeles Dodgers,Texas Rangers,R,R
08-09-2020,Los Angeles Angels,Texas Rangers,L,R
09-09-2020,Los Angeles Angels,Texas Rangers,R,R
10-09-2020,Los Angeles Angels,Texas Rangers,R,R
11-09-2020,Oakland Athletics,Texas Rangers,R,R
13-09-2020,Oakland Athletics,Texas Rangers,R,R
24-09-2020,Houston Astros,Texas Rangers,R,R
25-09-2020,Houston Astros,Texas Rangers,R,R
26-09-2020,Houston Astros,Texas Rangers,R,R
27-09-2020,Houston Astros,Texas Rangers,R,R
11-08-2020,Miami Marlins,Toronto Blue Jays,R,L
12-08-2020,Miami Marlins,Toronto Blue Jays,R,R
14-08-2020,Tampa Bay Rays,Toronto Blue Jays,R,R
15-08-2020,Tampa Bay Rays,Toronto Blue Jays,L,R
16-08-2020,Tampa Bay Rays,Toronto Blue Jays,R,R
25-08-2020,Boston Red Sox,Toronto Blue Jays,L,R
26-08-2020,Boston Red Sox,Toronto Blue Jays,R,R
28-08-2020,Baltimore Orioles,Toronto Blue Jays,L,L
29-08-2020,Baltimore Orioles,Toronto Blue Jays,R,R
30-08-2020,Baltimore Orioles,Toronto Blue Jays,R,R
31-08-2020,Baltimore Orioles,Toronto Blue Jays,L,R
07-09-2020,New York Yankees,Toronto Blue Jays,L,L
08-09-2020,New York Yankees,Toronto Blue Jays,L,R
09-09-2020,New York Yankees,Toronto Blue Jays,R,R
11-09-2020,New York Mets,Toronto Blue Jays,R,R
12-09-2020,New York Mets,Toronto Blue Jays,R,L
13-09-2020,New York Mets,Toronto Blue Jays,L,L
21-09-2020,New York Yankees,Toronto Blue Jays,R,R
22-09-2020,New York Yankees,Toronto Blue Jays,R,R
23-09-2020,New York Yankees,Toronto Blue Jays,R,L
24-09-2020,New York Yankees,Toronto Blue Jays,L,L
25-09-2020,Baltimore Orioles,Toronto Blue Jays,R,R
26-09-2020,Baltimore Orioles,Toronto Blue Jays,L,R
27-09-2020,Baltimore Orioles,Toronto Blue Jays,L,R
23-07-2020,New York Yankees,Washington Nationals,R,R
25-07-2020,New York Yankees,Washington Nationals,L,R
26-07-2020,New York Yankees,Washington Nationals,R,L
27-07-2020,Toronto Blue Jays,Washington Nationals,R,R
28-07-2020,Toronto Blue Jays,Washington Nationals,R,R
29-07-2020,Toronto Blue Jays,Washington Nationals,R,R
30-07-2020,Toronto Blue Jays,Washington Nationals,L,R
04-08-2020,New York Mets,Washington Nationals,L,L
05-08-2020,New York Mets,Washington Nationals,R,R
07-08-2020,Baltimore Orioles,Washington Nationals,L,R
08-08-2020,Baltimore Orioles,Washington Nationals,R,R
09-08-2020,Baltimore Orioles,Washington Nationals,R,R
21-08-2020,Miami Marlins,Washington Nationals,R,L
23-08-2020,Miami Marlins,Washington Nationals,R,R
24-08-2020,Miami Marlins,Washington Nationals,R,R
25-08-2020,Philadelphia Phillies,Washington Nationals,R,R
26-08-2020,Philadelphia Phillies,Washington Nationals,R,L
07-09-2020,Tampa Bay Rays,Washington Nationals,R,R
08-09-2020,Tampa Bay Rays,Washington Nationals,L,R
10-09-2020,Atlanta Braves,Washington Nationals,L,R
11-09-2020,Atlanta Braves,Washington Nationals,R,R
12-09-2020,Atlanta Braves,Washington Nationals,R,L
13-09-2020,Atlanta Braves,Washington Nationals,R,R
21-09-2020,Philadelphia Phillies,Washington Nationals,R,R
23-09-2020,Philadelphia Phillies,Washington Nationals,R,R
24-09-2020,New York Mets,Washington Nationals,L,L
27-09-2020,New York Mets,Washington Nationals,R,R
