Date,AwayTeam,HomeTeam,A_SP_recFIP,H_SP_recFIP
28-07-2020,Seattle Mariners,Los Angeles Angels,nan,nan
29-07-2020,Seattle Mariners,Los Angeles Angels,nan,nan
30-07-2020,Seattle Mariners,Los Angeles Angels,nan,nan
31-07-2020,Houston Astros,Los Angeles Angels,nan,nan
01-08-2020,Houston Astros,Los Angeles Angels,nan,nan
02-08-2020,Houston Astros,Los Angeles Angels,nan,nan
10-08-2020,Oakland Athletics,Los Angeles Angels,nan,nan
11-08-2020,Oakland Athletics,Los Angeles Angels,nan,nan
12-08-2020,Oakland Athletics,Los Angeles Angels,nan,nan
14-08-2020,Los Angeles Dodgers,Los Angeles Angels,nan,nan
15-08-2020,Los Angeles Dodgers,Los Angeles Angels,nan,-0.6174918603345686
16-08-2020,Los Angeles Dodgers,Los Angeles Angels,0.967014075427098,nan
17-08-2020,San Francisco Giants,Los Angeles Angels,1.9718680163007756,2.40978018102739
18-08-2020,San Francisco Giants,Los Angeles Angels,nan,-0.5949075910208614
28-08-2020,Seattle Mariners,Los Angeles Angels,0.3330742755634507,0.1135460429204042
29-08-2020,Seattle Mariners,Los Angeles Angels,-1.084189686056378,0.4496852203457581
30-08-2020,Seattle Mariners,Los Angeles Angels,1.5103985128383874,3.5684548590460348
31-08-2020,Seattle Mariners,Los Angeles Angels,-0.4947066389630949,nan
02-09-2020,San Diego Padres,Los Angeles Angels,0.7286353700426773,2.7415620811502373
03-09-2020,San Diego Padres,Los Angeles Angels,2.2088987062164724,-0.18506523549551213
04-09-2020,Houston Astros,Los Angeles Angels,-0.24982512241431004,1.4119691539046382
06-09-2020,Houston Astros,Los Angeles Angels,-0.4397537379067723,nan
15-09-2020,Arizona Diamondbacks,Los Angeles Angels,7.527789503306599,1.122712473335579
16-09-2020,Arizona Diamondbacks,Los Angeles Angels,nan,-1.216650734335622
17-09-2020,Arizona Diamondbacks,Los Angeles Angels,2.3140843588934477,0.2855239364233369
18-09-2020,Texas Rangers,Los Angeles Angels,0.9655616350177019,1.387809481514378
19-09-2020,Texas Rangers,Los Angeles Angels,1.1200137847850435,-0.04501665616278023
20-09-2020,Texas Rangers,Los Angeles Angels,1.8942655415877392,3.6632476355401633
21-09-2020,Texas Rangers,Los Angeles Angels,1.0519856228631546,-1.420593710198883
30-07-2020,Los Angeles Dodgers,Arizona Diamondbacks,nan,nan
31-07-2020,Los Angeles Dodgers,Arizona Diamondbacks,nan,nan
01-08-2020,Los Angeles Dodgers,Arizona Diamondbacks,nan,nan
02-08-2020,Los Angeles Dodgers,Arizona Diamondbacks,nan,nan
04-08-2020,Houston Astros,Arizona Diamondbacks,nan,nan
05-08-2020,Houston Astros,Arizona Diamondbacks,nan,nan
06-08-2020,Houston Astros,Arizona Diamondbacks,nan,nan
14-08-2020,San Diego Padres,Arizona Diamondbacks,0.1441337561256847,nan
15-08-2020,San Diego Padres,Arizona Diamondbacks,nan,2.4956326428749684
16-08-2020,San Diego Padres,Arizona Diamondbacks,0.5995802937943441,4.698465564410612
17-08-2020,Oakland Athletics,Arizona Diamondbacks,0.45842119739616777,0.18006662465112092
18-08-2020,Oakland Athletics,Arizona Diamondbacks,-0.7202664986044837,5.215219626854709
24-08-2020,Colorado Rockies,Arizona Diamondbacks,nan,2.107832260927446
25-08-2020,Colorado Rockies,Arizona Diamondbacks,0.8013575940416706,2.013855324633478
26-08-2020,Colorado Rockies,Arizona Diamondbacks,2.239577351556219,2.8212060655930418
28-08-2020,San Francisco Giants,Arizona Diamondbacks,0.585216530116143,-0.04307745326096321
29-08-2020,San Francisco Giants,Arizona Diamondbacks,nan,1.148501205926266
30-08-2020,San Francisco Giants,Arizona Diamondbacks,0.0,1.4267879436418762
08-09-2020,Los Angeles Dodgers,Arizona Diamondbacks,-1.314820658462186,-0.7465257838520732
09-09-2020,Los Angeles Dodgers,Arizona Diamondbacks,-0.9453497794183848,1.1831208097804653
10-09-2020,Los Angeles Dodgers,Arizona Diamondbacks,1.7987408813830323,8.520640517114735
11-09-2020,Seattle Mariners,Arizona Diamondbacks,0.10518565267697488,nan
12-09-2020,Seattle Mariners,Arizona Diamondbacks,0.6186351955838966,-0.22508328081390117
13-09-2020,Seattle Mariners,Arizona Diamondbacks,0.9899123220514755,0.12809017548354043
22-09-2020,Texas Rangers,Arizona Diamondbacks,2.7102566274244086,nan
23-09-2020,Texas Rangers,Arizona Diamondbacks,0.0,2.914238134887595
26-09-2020,Colorado Rockies,Arizona Diamondbacks,-0.4345181194055793,0.965141364823436
27-09-2020,Colorado Rockies,Arizona Diamondbacks,1.3879892662163409,2.417535188567745
29-07-2020,Tampa Bay Rays,Atlanta Braves,nan,nan
30-07-2020,Tampa Bay Rays,Atlanta Braves,nan,nan
31-07-2020,New York Mets,Atlanta Braves,nan,nan
01-08-2020,New York Mets,Atlanta Braves,nan,nan
02-08-2020,New York Mets,Atlanta Braves,nan,nan
03-08-2020,New York Mets,Atlanta Braves,nan,nan
04-08-2020,Toronto Blue Jays,Atlanta Braves,nan,nan
05-08-2020,Toronto Blue Jays,Atlanta Braves,nan,nan
06-08-2020,Toronto Blue Jays,Atlanta Braves,nan,nan
17-08-2020,Washington Nationals,Atlanta Braves,nan,0.5551237926057512
18-08-2020,Washington Nationals,Atlanta Braves,nan,-0.15119443604475352
21-08-2020,Philadelphia Phillies,Atlanta Braves,-1.032460560006608,-0.5336179295624331
22-08-2020,Philadelphia Phillies,Atlanta Braves,0.5451076587626057,1.3317795904777763
23-08-2020,Philadelphia Phillies,Atlanta Braves,nan,-0.3120449344705638
05-09-2020,Washington Nationals,Atlanta Braves,2.3962475782604256,-0.7806807536171542
06-09-2020,Washington Nationals,Atlanta Braves,1.5523430678179875,3.2845216915286715
07-09-2020,Miami Marlins,Atlanta Braves,nan,nan
08-09-2020,Miami Marlins,Atlanta Braves,nan,3.0101191238631997
09-09-2020,Miami Marlins,Atlanta Braves,-0.15613615072343084,2.3977620887171978
21-09-2020,Miami Marlins,Atlanta Braves,2.892073090574471,0.07927699381639448
22-09-2020,Miami Marlins,Atlanta Braves,nan,1.1938354677664422
23-09-2020,Miami Marlins,Atlanta Braves,0.0,0.16470846601515318
24-09-2020,Miami Marlins,Atlanta Braves,1.1485012059262667,-0.4996114133451761
25-09-2020,Boston Red Sox,Atlanta Braves,0.35669698591046906,1.9883756500458851
26-09-2020,Boston Red Sox,Atlanta Braves,nan,nan
27-09-2020,Boston Red Sox,Atlanta Braves,1.4132278123233466,0.15135462388375964
29-07-2020,New York Yankees,Baltimore Orioles,nan,nan
30-07-2020,New York Yankees,Baltimore Orioles,nan,nan
31-07-2020,Tampa Bay Rays,Baltimore Orioles,nan,nan
01-08-2020,Tampa Bay Rays,Baltimore Orioles,nan,nan
02-08-2020,Tampa Bay Rays,Baltimore Orioles,nan,nan
04-08-2020,Miami Marlins,Baltimore Orioles,nan,nan
06-08-2020,Miami Marlins,Baltimore Orioles,nan,nan
14-08-2020,Washington Nationals,Baltimore Orioles,nan,nan
15-08-2020,Washington Nationals,Baltimore Orioles,nan,nan
16-08-2020,Washington Nationals,Baltimore Orioles,-1.0219143862836382,nan
17-08-2020,Toronto Blue Jays,Baltimore Orioles,0.21489201676157735,1.5896446008856593
18-08-2020,Toronto Blue Jays,Baltimore Orioles,nan,2.076034773582458
19-08-2020,Toronto Blue Jays,Baltimore Orioles,nan,-0.5490282200505107
20-08-2020,Boston Red Sox,Baltimore Orioles,1.9883756500458851,1.2342776536969557
21-08-2020,Boston Red Sox,Baltimore Orioles,1.344344152102938,nan
22-08-2020,Boston Red Sox,Baltimore Orioles,1.939579170095216,1.518565690212599
23-08-2020,Boston Red Sox,Baltimore Orioles,2.603067398339665,2.4975024975024978
01-09-2020,New York Mets,Baltimore Orioles,nan,3.0598226551767214
02-09-2020,New York Mets,Baltimore Orioles,0.9859340081503878,4.358089704013074
05-09-2020,New York Yankees,Baltimore Orioles,3.1477965424203065,nan
06-09-2020,New York Yankees,Baltimore Orioles,1.0431536180959702,nan
14-09-2020,Atlanta Braves,Baltimore Orioles,5.080075770621664,1.2349837206691372
15-09-2020,Atlanta Braves,Baltimore Orioles,1.4562096941959644,4.063153006733225
16-09-2020,Atlanta Braves,Baltimore Orioles,nan,-0.651512957868829
18-09-2020,Tampa Bay Rays,Baltimore Orioles,0.18506523549551213,2.9604045886271124
19-09-2020,Tampa Bay Rays,Baltimore Orioles,0.0,1.5988807834515841
20-09-2020,Tampa Bay Rays,Baltimore Orioles,-0.5372300419039432,1.9889395556417964
24-07-2020,Baltimore Orioles,Boston Red Sox,nan,nan
25-07-2020,Baltimore Orioles,Boston Red Sox,nan,nan
26-07-2020,Baltimore Orioles,Boston Red Sox,nan,nan
27-07-2020,New York Mets,Boston Red Sox,nan,nan
28-07-2020,New York Mets,Boston Red Sox,nan,nan
07-08-2020,Toronto Blue Jays,Boston Red Sox,nan,nan
08-08-2020,Toronto Blue Jays,Boston Red Sox,nan,nan
09-08-2020,Toronto Blue Jays,Boston Red Sox,nan,nan
10-08-2020,Tampa Bay Rays,Boston Red Sox,nan,-0.1847063169560399
11-08-2020,Tampa Bay Rays,Boston Red Sox,-0.28514399771884796,nan
12-08-2020,Tampa Bay Rays,Boston Red Sox,nan,nan
13-08-2020,Tampa Bay Rays,Boston Red Sox,nan,nan
18-08-2020,Philadelphia Phillies,Boston Red Sox,nan,5.068312031732041
19-08-2020,Philadelphia Phillies,Boston Red Sox,nan,nan
28-08-2020,Washington Nationals,Boston Red Sox,1.2372703911677931,1.893341748185548
29-08-2020,Washington Nationals,Boston Red Sox,1.5543466192961033,nan
30-08-2020,Washington Nationals,Boston Red Sox,3.53003863061143,3.7651759643460894
31-08-2020,Atlanta Braves,Boston Red Sox,-0.7761715339089937,3.705493797325599
01-09-2020,Atlanta Braves,Boston Red Sox,nan,0.0
02-09-2020,Atlanta Braves,Boston Red Sox,2.1033258840541604,nan
03-09-2020,Toronto Blue Jays,Boston Red Sox,1.0353830917439453,2.9627047751829907
05-09-2020,Toronto Blue Jays,Boston Red Sox,-0.3526507581991302,0.9987288905029961
06-09-2020,Toronto Blue Jays,Boston Red Sox,2.2415780709619573,nan
18-09-2020,New York Yankees,Boston Red Sox,1.0594823671863176,1.6488458079344461
19-09-2020,New York Yankees,Boston Red Sox,0.5098399102681757,-0.40936630096610443
20-09-2020,New York Yankees,Boston Red Sox,1.4081947851367314,nan
22-09-2020,Baltimore Orioles,Boston Red Sox,-1.2487859025946992,nan
23-09-2020,Baltimore Orioles,Boston Red Sox,nan,0.05490282200505106
24-09-2020,Baltimore Orioles,Boston Red Sox,1.9170442662948763,1.3531799729364007
24-07-2020,Minnesota Twins,Chicago White Sox,nan,nan
25-07-2020,Minnesota Twins,Chicago White Sox,nan,nan
26-07-2020,Minnesota Twins,Chicago White Sox,nan,nan
05-08-2020,Milwaukee Brewers,Chicago White Sox,nan,nan
06-08-2020,Milwaukee Brewers,Chicago White Sox,nan,nan
07-08-2020,Cleveland Indians,Chicago White Sox,nan,nan
08-08-2020,Cleveland Indians,Chicago White Sox,nan,nan
09-08-2020,Cleveland Indians,Chicago White Sox,nan,nan
16-08-2020,St. Louis Cardinals,Chicago White Sox,nan,0.4626630887387803
17-08-2020,Detroit Tigers,Chicago White Sox,2.1331536993376004,2.343653632663131
18-08-2020,Detroit Tigers,Chicago White Sox,nan,1.6820025724745227
19-08-2020,Detroit Tigers,Chicago White Sox,nan,nan
20-08-2020,Detroit Tigers,Chicago White Sox,-0.09517464547444562,0.14141604600735364
25-08-2020,Pittsburgh Pirates,Chicago White Sox,0.9790483649892304,-1.0803997479067255
26-08-2020,Pittsburgh Pirates,Chicago White Sox,0.0,0.5214217432866951
28-08-2020,Kansas City Royals,Chicago White Sox,0.871383757406762,nan
29-08-2020,Kansas City Royals,Chicago White Sox,2.1649827911624295,2.0357175904506333
30-08-2020,Kansas City Royals,Chicago White Sox,2.49781441238916,nan
11-09-2020,Detroit Tigers,Chicago White Sox,2.791244307330689,-1.20616869130697
12-09-2020,Detroit Tigers,Chicago White Sox,1.2054417082831066,2.1749637506041575
13-09-2020,Detroit Tigers,Chicago White Sox,1.0301844030081384,nan
14-09-2020,Minnesota Twins,Chicago White Sox,0.4496852203457581,2.1006017940274786
15-09-2020,Minnesota Twins,Chicago White Sox,0.45413260672116246,-0.5259282633848744
16-09-2020,Minnesota Twins,Chicago White Sox,nan,-0.34975517138003404
17-09-2020,Minnesota Twins,Chicago White Sox,0.09003331232556046,1.7839303553589272
25-09-2020,Chicago Cubs,Chicago White Sox,-0.4051499054650221,1.061571125265393
26-09-2020,Chicago Cubs,Chicago White Sox,0.24735331948154746,0.5441773028594044
27-09-2020,Chicago Cubs,Chicago White Sox,0.28956131460836826,2.256366175996562
24-07-2020,Milwaukee Brewers,Chicago Cubs,nan,nan
25-07-2020,Milwaukee Brewers,Chicago Cubs,nan,nan
26-07-2020,Milwaukee Brewers,Chicago Cubs,nan,nan
31-07-2020,Pittsburgh Pirates,Chicago Cubs,nan,nan
01-08-2020,Pittsburgh Pirates,Chicago Cubs,nan,nan
02-08-2020,Pittsburgh Pirates,Chicago Cubs,nan,nan
03-08-2020,Kansas City Royals,Chicago Cubs,nan,nan
04-08-2020,Kansas City Royals,Chicago Cubs,nan,nan
13-08-2020,Milwaukee Brewers,Chicago Cubs,nan,nan
14-08-2020,Milwaukee Brewers,Chicago Cubs,-0.20393596410727027,nan
15-08-2020,Milwaukee Brewers,Chicago Cubs,nan,nan
16-08-2020,Milwaukee Brewers,Chicago Cubs,nan,nan
18-08-2020,St. Louis Cardinals,Chicago Cubs,nan,-0.6892392521754114
21-08-2020,Chicago White Sox,Chicago Cubs,0.09085127646043428,1.1784670500612804
22-08-2020,Chicago White Sox,Chicago Cubs,nan,-0.4422039444591845
23-08-2020,Chicago White Sox,Chicago Cubs,2.0374502765111084,-0.6892392521754114
04-09-2020,St. Louis Cardinals,Chicago Cubs,1.4652990542160653,-1.1254164040695058
06-09-2020,St. Louis Cardinals,Chicago Cubs,-0.04758732273722281,2.4118525324451596
07-09-2020,St. Louis Cardinals,Chicago Cubs,nan,2.1344717182497326
08-09-2020,Cincinnati Reds,Chicago Cubs,2.2484261017287905,2.8549467442626555
09-09-2020,Cincinnati Reds,Chicago Cubs,1.5703816503283528,-0.9907814250021539
10-09-2020,Cincinnati Reds,Chicago Cubs,0.333022512321833,nan
15-09-2020,Cleveland Indians,Chicago Cubs,-1.0353830917439453,-0.6752498424417035
16-09-2020,Cleveland Indians,Chicago Cubs,0.7070802300367682,1.1102475852115024
18-09-2020,Minnesota Twins,Chicago Cubs,1.143613819670158,0.0399776125369793
19-09-2020,Minnesota Twins,Chicago Cubs,nan,0.3446196260877057
20-09-2020,Minnesota Twins,Chicago Cubs,-0.10409076714895389,-0.6892392521754114
24-07-2020,Detroit Tigers,Cincinnati Reds,nan,nan
25-07-2020,Detroit Tigers,Cincinnati Reds,nan,nan
26-07-2020,Detroit Tigers,Cincinnati Reds,nan,nan
27-07-2020,Chicago Cubs,Cincinnati Reds,nan,nan
28-07-2020,Chicago Cubs,Cincinnati Reds,nan,nan
29-07-2020,Chicago Cubs,Cincinnati Reds,nan,nan
03-08-2020,Cleveland Indians,Cincinnati Reds,nan,nan
04-08-2020,Cleveland Indians,Cincinnati Reds,nan,nan
11-08-2020,Kansas City Royals,Cincinnati Reds,nan,nan
12-08-2020,Kansas City Royals,Cincinnati Reds,nan,nan
13-08-2020,Pittsburgh Pirates,Cincinnati Reds,nan,nan
14-08-2020,Pittsburgh Pirates,Cincinnati Reds,nan,-0.7004763239002526
28-08-2020,Chicago Cubs,Cincinnati Reds,0.9041591320072334,1.216856667093634
30-08-2020,Chicago Cubs,Cincinnati Reds,0.9410742724771969,-0.7521220586655207
31-08-2020,St. Louis Cardinals,Cincinnati Reds,0.5551237926057512,2.8820289483796593
01-09-2020,St. Louis Cardinals,Cincinnati Reds,0.5785210897233619,-0.2855239364233369
02-09-2020,St. Louis Cardinals,Cincinnati Reds,nan,1.9495552577068354
15-09-2020,Pittsburgh Pirates,Cincinnati Reds,-0.07345379756133393,1.6143234517170526
16-09-2020,Pittsburgh Pirates,Cincinnati Reds,1.3430751047598584,0.7753941586973379
18-09-2020,Chicago White Sox,Cincinnati Reds,nan,0.8993704406915162
19-09-2020,Chicago White Sox,Cincinnati Reds,-0.5724992193192464,-1.2812847014606652
20-09-2020,Chicago White Sox,Cincinnati Reds,1.2767847229932279,-0.29958058717795083
21-09-2020,Milwaukee Brewers,Cincinnati Reds,0.2775978532432682,-1.1898151820417229
22-09-2020,Milwaukee Brewers,Cincinnati Reds,0.5724992193192464,0.48332527791203467
23-09-2020,Milwaukee Brewers,Cincinnati Reds,0.24978144123891602,-0.1228803145736053
24-07-2020,Kansas City Royals,Cleveland Indians,nan,nan
25-07-2020,Kansas City Royals,Cleveland Indians,nan,nan
26-07-2020,Kansas City Royals,Cleveland Indians,nan,nan
29-07-2020,Chicago White Sox,Cleveland Indians,nan,nan
05-08-2020,Cincinnati Reds,Cleveland Indians,nan,nan
06-08-2020,Cincinnati Reds,Cleveland Indians,nan,nan
11-08-2020,Chicago Cubs,Cleveland Indians,nan,nan
12-08-2020,Chicago Cubs,Cleveland Indians,nan,nan
21-08-2020,Detroit Tigers,Cleveland Indians,nan,-0.45396767750136185
22-08-2020,Detroit Tigers,Cleveland Indians,4.579517069109076,nan
23-08-2020,Detroit Tigers,Cleveland Indians,nan,0.4996114133451761
24-08-2020,Minnesota Twins,Cleveland Indians,-0.7079203797784627,-0.3569445546125169
25-08-2020,Minnesota Twins,Cleveland Indians,nan,-1.1254164040695058
26-08-2020,Minnesota Twins,Cleveland Indians,0.5372300419039433,nan
04-09-2020,Milwaukee Brewers,Cleveland Indians,-1.3255837666972567,0.8228517691313039
05-09-2020,Milwaukee Brewers,Cleveland Indians,0.41636306859581557,0.04129842240026431
06-09-2020,Milwaukee Brewers,Cleveland Indians,0.9894132779261898,-1.8384085980955973
07-09-2020,Kansas City Royals,Cleveland Indians,-0.09797198001371614,0.3151165931394616
08-09-2020,Kansas City Royals,Cleveland Indians,2.2764638927532563,nan
09-09-2020,Kansas City Royals,Cleveland Indians,2.2983911262116523,0.5372300419039433
10-09-2020,Kansas City Royals,Cleveland Indians,1.4988342400355283,1.2256057320637315
21-09-2020,Chicago White Sox,Cleveland Indians,0.4282859046350053,1.131328368058829
22-09-2020,Chicago White Sox,Cleveland Indians,2.8545478136758784,1.1089548100914888
23-09-2020,Chicago White Sox,Cleveland Indians,0.9517464547444563,-0.08690362388111586
24-09-2020,Chicago White Sox,Cleveland Indians,-0.6390147554316254,0.8395298632765653
25-09-2020,Pittsburgh Pirates,Cleveland Indians,3.5966431330757964,-0.6892392521754114
26-09-2020,Pittsburgh Pirates,Cleveland Indians,-1.0980564401010213,0.9899123220514755
27-09-2020,Pittsburgh Pirates,Cleveland Indians,0.24022292687614114,-0.5874290189935383
31-07-2020,San Diego Padres,Colorado Rockies,nan,nan
01-08-2020,San Diego Padres,Colorado Rockies,nan,nan
02-08-2020,San Diego Padres,Colorado Rockies,nan,nan
03-08-2020,San Francisco Giants,Colorado Rockies,nan,nan
04-08-2020,San Francisco Giants,Colorado Rockies,nan,nan
05-08-2020,San Francisco Giants,Colorado Rockies,nan,nan
06-08-2020,San Francisco Giants,Colorado Rockies,nan,nan
10-08-2020,Arizona Diamondbacks,Colorado Rockies,nan,nan
11-08-2020,Arizona Diamondbacks,Colorado Rockies,nan,nan
12-08-2020,Arizona Diamondbacks,Colorado Rockies,nan,nan
14-08-2020,Texas Rangers,Colorado Rockies,0.38808576695449687,nan
15-08-2020,Texas Rangers,Colorado Rockies,nan,-0.2964343186245447
16-08-2020,Texas Rangers,Colorado Rockies,nan,1.0861301183881833
19-08-2020,Houston Astros,Colorado Rockies,-0.5748651277969399,nan
20-08-2020,Houston Astros,Colorado Rockies,1.811793126166685,-0.2964343186245447
28-08-2020,San Diego Padres,Colorado Rockies,-0.21538726630481608,1.2604663725578464
29-08-2020,San Diego Padres,Colorado Rockies,nan,2.2994605111877595
30-08-2020,San Diego Padres,Colorado Rockies,3.892180783083537,3.2300393661047746
31-08-2020,San Diego Padres,Colorado Rockies,3.688335638543108,1.7695430415322162
01-09-2020,San Francisco Giants,Colorado Rockies,1.0409076714895389,1.2990906365544121
